tave,tmin,tmax,heat_index,pr,wind_speed,rh,solar_rad,uv_rad,dentist_nearest,doctors_nearest,hospital_nearest,optician_nearest,pharmacy_nearest,pop_count_total,pop_density_mean,dentist_count,doctors_count,hospital_count,optician_count,pharmacy_count,case_total
28.60,25.86,31.97,33.13,10.15,0.48,78.51,196.98,24.57,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,15.00,2.00
28.92,26.44,32.45,33.56,7.05,0.79,76.66,198.76,24.94,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,45.00,15.00,40.00,30.00,175.00,7.00
28.93,26.26,32.58,33.97,9.69,0.54,78.01,224.45,28.73,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,8.00,2.00,6.00,2.00,62.00,0.00
28.30,25.84,31.95,32.75,9.25,0.62,80.40,230.36,29.35,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,6.00,0.00
28.64,26.02,32.41,33.31,12.62,0.52,78.50,226.22,28.85,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,18.00,6.00,16.00,12.00,70.00,0.00
28.40,26.09,31.22,32.48,9.46,1.37,77.52,193.07,24.53,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,10.00
27.95,25.38,31.04,31.65,11.57,0.99,79.23,190.44,24.22,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,0.00
28.11,25.82,31.02,31.91,9.92,1.37,78.28,195.84,24.73,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,5.00
28.06,26.27,30.91,32.32,16.96,1.59,80.93,152.22,20.09,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,18.00
27.70,25.56,30.88,31.61,16.33,1.08,82.69,151.95,20.15,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,6.00
27.77,25.96,30.69,31.70,14.79,1.55,81.66,153.55,20.11,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,7.00
28.00,26.13,30.44,32.18,6.29,2.35,81.29,185.26,24.83,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,12.00
27.69,25.75,30.06,31.55,7.90,1.81,82.81,186.51,24.99,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,10.00
27.72,25.85,30.29,31.58,4.86,2.31,81.92,187.44,24.94,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,8.00
27.64,26.46,29.35,32.07,23.66,5.29,85.78,160.51,21.01,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,9.00
27.02,25.88,28.78,30.76,26.22,4.69,88.65,160.16,20.82,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,7.00
27.38,26.19,29.16,31.43,19.96,5.19,86.11,163.78,21.33,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,5.00
28.81,27.61,30.70,34.94,7.05,5.15,83.68,221.97,28.77,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,4.00,1.00,3.00,1.00,31.00,10.00
28.10,27.06,29.58,33.63,7.12,4.35,87.08,218.32,27.55,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,3.00,12.00
28.58,27.30,30.55,34.28,0.00,5.06,83.76,225.29,29.11,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,9.00,3.00,8.00,6.00,35.00,9.00
27.92,26.40,30.02,32.92,12.35,3.77,86.00,178.05,23.55,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,24.00,6.00,18.00,6.00,186.00,0.00
27.55,25.94,29.52,32.15,8.83,2.73,87.71,177.68,22.83,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,18.00,0.00
27.68,26.12,29.90,32.32,11.99,3.69,86.48,181.63,23.91,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,54.00,18.00,48.00,36.00,210.00,0.00
29.15,26.91,32.23,35.02,3.11,1.33,79.90,244.29,30.46,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,22.00
28.83,26.29,31.70,34.38,3.68,0.88,81.07,247.78,30.54,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,9.00
28.90,26.59,32.11,34.38,1.98,1.30,80.32,246.09,30.61,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,9.00
28.89,26.60,32.19,33.75,23.35,1.20,77.86,217.95,28.56,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,22.00
28.69,26.02,31.83,33.39,23.51,0.74,78.80,220.89,28.40,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,7.00
28.63,26.30,32.03,33.18,19.65,1.20,78.49,219.87,28.71,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,15.00
27.37,25.91,29.75,30.84,22.19,2.44,83.36,163.70,21.63,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,12.00
26.71,25.11,29.02,29.45,24.02,2.28,85.28,158.14,21.06,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,21.00
27.12,25.62,29.59,30.30,17.50,2.38,83.83,166.87,21.88,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,3.00
28.24,26.55,30.80,32.85,19.70,2.69,81.31,197.51,25.49,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,16.00,4.00,12.00,4.00,124.00,13.00
27.84,26.10,30.21,32.01,22.06,2.46,82.80,201.47,25.80,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,12.00,11.00
27.97,26.23,30.64,32.22,11.12,2.68,81.93,199.87,25.66,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,36.00,12.00,32.00,24.00,140.00,11.00
28.70,26.54,31.41,34.52,0.00,4.23,82.84,243.87,29.85,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,12.00,3.00,9.00,3.00,93.00,0.00
28.14,26.12,30.61,33.54,0.00,3.55,85.92,243.11,29.71,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,9.00,0.00
28.45,26.25,31.25,33.86,0.00,4.16,83.06,246.22,30.02,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,27.00,9.00,24.00,18.00,105.00,0.00
29.26,26.78,32.11,34.75,8.71,1.40,78.01,229.52,28.33,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,15.00
28.87,26.55,31.66,33.87,8.24,0.80,78.69,230.94,28.31,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,11.00
28.98,26.47,31.94,34.12,9.15,1.40,78.66,231.17,28.45,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,13.00
28.17,26.37,30.45,32.68,38.06,1.84,81.64,161.61,20.29,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,8.00
27.85,25.99,30.05,31.93,30.24,1.41,82.19,163.99,20.37,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,16.00
27.92,26.07,30.27,32.08,38.30,1.81,82.19,162.49,20.33,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,20.00
28.29,26.17,31.30,32.84,7.21,1.08,80.72,184.75,23.46,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,9.00
27.95,25.58,31.09,32.26,8.46,0.95,82.47,185.63,23.19,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,13.00
28.05,25.89,31.17,32.28,10.37,1.06,81.24,185.99,23.58,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,22.00
28.12,26.46,30.62,32.69,19.50,1.19,82.22,175.99,22.27,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,24.00,6.00,18.00,6.00,186.00,5.00
27.87,25.95,30.24,32.21,19.36,1.08,83.65,177.58,22.31,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,18.00,9.00
27.87,26.17,30.50,32.08,17.24,1.19,82.63,177.41,22.37,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,54.00,18.00,48.00,36.00,210.00,8.00
28.08,26.32,30.56,32.82,16.29,2.07,83.27,188.00,25.77,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,4.00,1.00,3.00,1.00,31.00,0.00
27.88,25.90,30.61,32.26,21.17,1.10,84.03,186.01,24.88,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,3.00,0.00
27.82,26.00,30.43,32.19,14.84,2.08,83.70,189.66,25.92,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,9.00,3.00,8.00,6.00,35.00,0.00
28.26,26.22,30.65,32.54,11.20,0.90,79.27,183.38,23.34,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,9.00
28.05,25.82,30.82,32.12,10.40,0.72,80.18,182.19,22.95,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,7.00
28.01,25.92,30.56,32.01,9.00,0.94,79.83,185.23,23.51,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,10.00
27.48,26.06,29.56,31.64,14.12,2.32,85.76,114.99,15.17,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,14.00
27.00,25.53,29.12,30.58,14.47,2.28,88.04,108.55,14.46,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,6.00
27.27,25.84,29.44,31.11,12.82,2.28,86.17,118.48,15.49,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,23.00
28.42,26.46,30.92,33.14,4.92,2.21,80.59,200.40,24.46,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,8.00
28.32,26.38,30.76,32.92,5.17,1.50,81.34,199.45,24.23,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,12.00
28.15,26.13,30.75,32.50,4.03,2.23,81.14,201.24,24.54,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,8.00
27.95,26.02,30.32,31.51,0.00,1.58,77.27,181.78,22.39,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,5.00
27.99,26.05,30.20,31.47,0.67,1.25,77.22,181.04,22.22,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,10.00
27.66,25.67,30.16,30.92,0.00,1.60,77.86,184.14,22.56,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,6.00
27.52,26.24,29.25,30.96,11.36,3.08,80.43,168.88,21.41,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,8.00,2.00,6.00,2.00,62.00,6.00
27.55,26.45,29.17,30.95,12.87,2.98,79.74,175.29,21.20,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,6.00,12.00
27.19,25.92,29.00,30.31,13.52,3.15,81.09,170.18,21.53,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,18.00,6.00,16.00,12.00,70.00,16.00
27.09,25.80,28.83,30.20,12.61,3.35,83.37,132.32,16.82,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,20.00,5.00,15.00,5.00,155.00,0.00
26.81,25.27,28.80,29.48,16.89,2.32,83.53,128.55,16.42,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,15.00,0.00
26.81,25.50,28.65,29.66,22.63,3.36,83.96,134.20,16.96,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,45.00,15.00,40.00,30.00,175.00,0.00
28.04,26.05,30.63,31.99,7.20,3.25,79.88,174.52,21.00,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,3.00
28.09,25.90,30.81,31.94,11.71,2.57,79.02,170.94,20.87,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,6.00
27.77,25.75,30.44,31.43,21.36,3.29,80.52,175.67,21.06,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,11.00
28.39,26.28,30.97,32.79,1.12,2.55,79.72,186.84,22.14,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,8.00
28.60,26.48,31.18,33.01,2.67,1.78,78.44,187.13,22.22,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,7.00
28.10,25.98,30.74,32.16,2.20,2.60,80.40,187.46,22.17,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,24.00
28.29,26.41,31.02,32.26,2.97,3.65,77.81,182.66,22.44,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,6.00
28.42,26.50,31.16,32.36,4.61,3.03,76.76,182.37,22.39,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,8.00
27.98,26.07,30.75,31.62,10.07,3.70,78.44,183.65,22.49,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,19.00
28.54,26.79,31.06,32.79,1.51,3.96,77.41,185.97,22.25,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,16.00,4.00,12.00,4.00,124.00,11.00
28.48,26.73,30.93,32.46,2.56,3.44,76.46,184.10,22.21,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,12.00,1.00
28.23,26.50,30.76,32.14,5.85,4.02,77.98,186.65,22.24,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,36.00,12.00,32.00,24.00,140.00,10.00
28.63,26.42,31.62,33.14,0.00,2.90,78.27,176.89,21.44,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,12.00,3.00,9.00,3.00,93.00,0.00
28.66,26.38,31.37,32.85,0.00,2.11,76.75,177.78,20.95,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,9.00,0.00
28.32,26.11,31.38,32.48,0.00,2.97,78.97,178.04,21.58,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,27.00,9.00,24.00,18.00,105.00,0.00
27.80,25.98,30.16,31.22,1.18,2.21,78.28,137.35,16.91,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,8.00
27.83,26.08,30.19,31.00,0.21,2.09,76.75,144.84,17.62,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,5.00
27.49,25.67,29.90,30.62,5.72,2.25,79.03,138.45,16.99,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,14.00
26.41,25.00,28.53,28.25,9.47,2.88,74.21,134.07,16.54,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,1.00
26.52,25.02,28.69,28.28,5.27,3.30,72.19,145.01,17.60,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,5.00
26.10,24.69,28.20,27.78,26.70,2.91,75.13,132.96,16.39,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,11.00
26.75,25.38,28.74,29.16,3.61,4.09,80.64,143.97,18.09,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,4.00
26.49,25.03,28.36,28.46,4.31,3.91,78.38,147.16,18.34,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,5.00
26.50,25.14,28.53,28.72,12.13,4.18,81.39,145.29,18.19,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,1.00
26.85,25.60,29.05,28.84,0.00,5.44,74.93,196.50,22.59,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,4.00,1.00,3.00,1.00,31.00,0.00
26.59,25.17,28.57,28.31,0.00,4.86,74.70,194.30,22.51,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,3.00,0.00
26.56,25.30,28.78,28.38,0.00,5.43,75.62,197.33,22.60,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,9.00,3.00,8.00,6.00,35.00,0.00
26.75,25.25,29.10,28.93,1.83,4.25,76.84,152.91,18.90,539.52,1049.26,807.06,1327.64,105.85,14198.84,37155.54,28.00,7.00,21.00,7.00,217.00,9.00
26.72,25.33,28.94,28.75,1.82,3.91,75.77,153.14,18.93,9939.54,9939.38,9976.98,9998.30,651.87,20430.17,44626.74,0.00,0.00,0.00,0.00,21.00,5.00
26.48,24.99,28.85,28.48,4.61,4.29,77.45,154.08,18.95,892.33,1432.50,638.85,1025.65,204.64,52328.86,11463.46,63.00,21.00,56.00,42.00,245.00,14.00
26.70,25.16,29.27,28.76,0.58,4.44,76.59,147.45,17.85,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,0.00
26.67,25.04,29.15,28.47,0.72,3.64,74.32,147.92,17.89,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,0.00
26.43,24.87,29.02,28.34,0.53,4.48,77.32,147.95,17.87,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,0.00
25.74,25.08,26.78,27.29,0.00,2.85,85.78,100.09,12.89,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,5.00,1.00,3.00,1.00,34.00,12.00
24.76,23.83,25.47,25.54,0.00,2.76,85.45,75.23,9.96,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,4.00,10.00
25.58,24.89,26.73,27.07,0.00,2.91,86.31,106.45,13.50,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,9.00,2.00,11.00,6.00,35.00,14.00
26.31,24.54,28.98,28.12,0.00,4.44,75.54,172.52,20.34,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,23.00
26.43,24.57,28.95,28.20,0.00,4.02,73.53,180.61,21.18,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,5.00
26.03,24.25,28.73,27.71,0.00,4.41,76.28,172.04,20.28,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,15.00
26.49,24.79,29.09,28.40,1.65,3.09,78.49,166.28,20.16,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,16.00
26.29,24.56,28.77,27.95,1.04,2.59,77.24,164.93,19.92,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,4.00
26.25,24.56,28.88,28.04,1.77,3.17,79.18,167.01,20.23,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,2.00
26.80,24.98,29.19,29.07,1.49,2.61,80.21,136.91,16.95,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,17.00
26.90,25.02,29.11,29.09,0.84,2.12,78.75,139.99,17.11,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,7.00
26.52,24.66,28.99,28.63,1.57,2.65,80.85,138.51,17.09,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,10.00
26.56,24.53,29.40,28.43,0.00,2.18,77.49,180.15,22.03,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,15.00,3.00,9.00,3.00,102.00,16.00
26.54,24.53,29.16,28.23,0.00,1.69,76.15,176.46,21.35,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,12.00,9.00
26.29,24.23,29.19,28.04,0.00,2.26,78.01,182.27,22.27,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,27.00,6.00,33.00,18.00,105.00,8.00
26.53,24.36,29.56,28.25,0.00,2.14,75.43,190.68,21.86,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,20.00,4.00,12.00,4.00,136.00,0.00
26.75,24.62,29.49,28.41,0.13,2.16,73.86,197.34,22.88,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,16.00,0.00
26.24,24.04,29.30,27.87,0.00,2.20,76.15,190.68,21.79,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,36.00,8.00,44.00,24.00,140.00,0.00
26.02,23.69,29.07,27.61,0.00,1.37,77.40,191.76,23.16,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,10.00
25.86,23.70,28.60,27.33,0.00,1.23,77.39,191.62,23.14,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,3.00
25.77,23.34,28.94,27.28,0.00,1.38,77.89,193.33,23.28,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,8.00
27.37,25.21,30.39,29.85,0.16,3.92,76.06,198.91,23.75,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,10.00
27.32,25.21,30.06,29.52,0.24,3.22,74.09,200.98,23.82,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,4.00
27.08,24.90,30.14,29.38,0.35,3.94,76.68,199.64,23.81,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,6.00
28.21,25.56,31.75,30.89,0.43,3.53,71.58,225.57,26.97,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,13.00
28.04,25.52,31.23,30.35,0.11,2.44,70.74,226.11,26.99,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,9.00
27.85,25.19,31.40,30.29,0.73,3.56,72.12,226.88,27.06,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,13.00
28.05,25.81,31.24,31.31,0.00,3.61,76.64,210.07,26.40,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,15.00,3.00,9.00,3.00,102.00,9.00
27.85,25.57,30.70,30.56,0.00,2.63,74.68,209.43,26.32,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,12.00,5.00
27.69,25.44,30.92,30.66,0.00,3.60,77.39,211.71,26.52,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,27.00,6.00,33.00,18.00,105.00,3.00
29.05,26.39,32.83,32.99,0.00,3.50,73.73,236.59,27.93,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,20.00,4.00,12.00,4.00,136.00,0.00
28.90,26.31,32.22,32.42,0.00,2.14,72.62,234.25,27.79,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,16.00,0.00
28.68,26.01,32.48,32.25,0.00,3.48,74.23,238.21,28.06,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,36.00,8.00,44.00,24.00,140.00,0.00
28.03,25.72,31.32,30.84,0.00,4.06,71.70,228.58,27.43,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,9.00
27.67,25.55,30.50,29.89,0.00,3.18,70.21,232.68,28.17,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,5.00
27.64,25.31,30.94,30.18,0.00,4.01,72.45,229.54,27.44,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,10.00
28.19,25.44,31.89,30.53,0.55,3.84,67.74,252.42,29.98,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,9.00
27.68,25.06,30.92,29.33,0.00,2.90,65.77,251.48,29.61,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,9.00
27.82,25.06,31.53,29.95,0.00,3.80,68.44,253.39,30.08,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,12.00
27.93,25.36,31.57,29.85,0.00,4.05,65.78,264.65,31.47,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,8.00
27.21,25.02,30.25,28.49,0.00,3.34,64.78,264.03,31.43,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,6.00
27.55,24.92,31.25,29.27,0.00,3.97,66.33,265.51,31.52,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,7.00
27.61,24.87,31.16,29.31,1.21,1.98,67.06,245.04,30.04,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,30.00,6.00,18.00,6.00,204.00,5.00
26.98,24.64,29.96,28.10,2.33,1.52,65.93,248.12,30.09,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,24.00,2.00
27.25,24.45,30.89,28.80,1.53,1.97,67.85,246.39,30.13,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,54.00,12.00,66.00,36.00,210.00,4.00
