tave,tmin,tmax,heat_index,pr,wind_speed,rh,solar_rad,uv_rad,dentist_nearest,doctors_nearest,hospital_nearest,optician_nearest,pharmacy_nearest,pop_count_total,pop_density_mean,dentist_count,doctors_count,hospital_count,optician_count,pharmacy_count,case_total
28.23,25.72,31.48,30.88,0.30,2.12,71.34,207.34,24.70,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,16.00
28.53,25.81,32.19,31.64,0.01,3.18,71.79,213.08,25.03,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,28.00
28.05,26.04,30.67,31.36,3.26,3.11,76.09,155.43,19.25,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,2.00
27.62,25.79,29.82,30.30,3.87,2.33,75.37,156.35,19.27,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,10.00
27.67,25.66,30.33,30.65,10.52,3.13,76.67,156.83,19.35,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,23.00
28.24,25.78,31.55,31.34,0.00,3.49,73.68,182.22,21.65,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,25.00,5.00,15.00,5.00,170.00,9.00
27.87,25.83,30.62,30.29,0.00,2.58,71.64,185.50,22.12,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,20.00,12.00
27.85,25.40,31.17,30.64,0.00,3.51,74.30,183.48,21.72,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,45.00,10.00,55.00,30.00,175.00,33.00
28.21,26.39,31.19,31.39,0.00,4.25,73.33,173.98,21.59,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,10.00,2.00,6.00,2.00,68.00,0.00
27.72,26.12,30.18,30.19,0.00,3.50,72.05,176.32,21.75,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,8.00,0.00
27.84,26.00,30.81,30.70,0.00,4.27,73.95,175.44,21.62,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,18.00,4.00,22.00,12.00,70.00,0.00
28.58,26.33,31.68,32.26,0.00,3.46,74.64,194.44,23.19,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,3.00
28.10,25.96,30.80,31.02,0.00,2.73,73.78,192.52,22.72,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,18.00
28.24,26.00,31.37,31.59,3.63,3.52,75.10,195.23,23.24,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,12.00
27.86,25.99,30.56,30.83,2.79,4.03,75.72,172.16,20.51,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,4.00
27.51,25.82,29.82,29.91,2.72,3.60,74.04,167.62,20.08,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,10.00
27.52,25.64,30.26,30.20,5.82,4.06,76.26,173.79,20.64,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,10.00
27.22,25.32,29.81,29.56,6.77,2.99,75.94,144.25,17.22,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,7.00
26.73,25.11,28.97,28.46,4.85,2.82,74.94,148.56,17.86,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,7.00
26.90,25.03,29.48,29.02,18.89,3.03,76.49,145.14,17.26,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,21.00
26.38,24.83,28.27,28.40,7.06,2.70,80.51,113.67,14.03,506.89,1049.26,807.06,1327.64,103.70,14523.15,37925.24,35.00,7.00,21.00,7.00,238.00,9.00
26.20,24.67,28.08,27.98,4.80,2.50,79.75,115.32,14.20,9939.54,9939.38,9976.98,9998.30,394.18,20516.63,45109.39,0.00,0.00,0.00,0.00,28.00,8.00
26.12,24.55,28.08,27.99,19.30,2.80,81.07,114.43,14.06,810.41,1432.50,638.87,1025.65,204.64,52533.68,11539.56,63.00,14.00,77.00,42.00,245.00,4.00
26.68,24.89,29.41,28.73,0.00,3.80,79.06,190.41,22.21,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,42.00,6.00,18.00,6.00,222.00,0.00
26.64,24.68,29.34,28.46,0.00,2.66,77.18,188.94,22.21,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,24.00,0.00
26.44,24.63,29.20,28.35,0.28,3.88,79.54,191.32,22.27,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,66.00,18.00,54.00,42.00,222.00,0.00
27.71,25.46,30.55,30.88,0.00,3.36,78.08,194.87,23.32,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,14.00,2.00,6.00,2.00,74.00,22.00
27.73,25.46,30.17,30.57,0.00,2.85,75.84,190.52,22.43,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,8.00,7.00
27.40,25.16,30.24,30.31,0.00,3.44,78.73,196.02,23.42,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,22.00,6.00,18.00,14.00,74.00,19.00
26.72,24.70,29.49,28.55,0.00,3.45,75.78,187.16,21.70,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,39.00
26.74,24.69,29.41,28.45,0.00,2.70,74.61,186.24,21.88,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,15.00
26.46,24.42,29.25,28.15,0.09,3.56,76.21,188.59,21.79,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,22.00
26.63,24.24,30.02,27.94,0.00,3.41,71.00,196.89,23.16,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,35.00
26.41,23.94,29.56,27.54,0.00,2.56,70.59,199.49,23.41,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,16.00
26.33,23.94,29.72,27.54,0.00,3.48,71.40,198.21,23.24,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,20.00
26.38,24.63,28.97,27.74,0.00,3.81,72.04,164.53,19.98,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,41.00
26.02,24.48,28.22,27.06,0.00,3.38,70.95,176.15,21.23,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,9.00
26.06,24.33,28.64,27.31,0.09,3.83,72.57,164.74,19.94,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,13.00
25.47,23.35,28.22,26.28,6.45,3.80,70.28,174.54,20.07,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,28.00,4.00,12.00,4.00,148.00,38.00
24.86,22.74,27.36,25.41,3.77,2.63,68.78,177.46,20.46,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,16.00,9.00
25.15,23.05,27.92,25.90,5.56,3.83,70.76,176.29,20.20,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,44.00,12.00,36.00,28.00,148.00,7.00
26.19,23.80,29.19,27.51,0.79,3.95,73.75,179.55,21.78,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,21.00,3.00,9.00,3.00,111.00,0.00
25.89,23.48,28.86,26.98,0.82,2.59,72.58,177.95,21.09,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,12.00,0.00
25.88,23.45,28.93,27.09,0.44,4.00,74.09,182.11,22.00,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,33.00,9.00,27.00,21.00,111.00,0.00
26.78,23.74,30.64,28.28,0.03,3.21,72.01,227.67,26.41,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,22.00
26.34,23.41,29.86,27.46,0.00,1.90,70.64,224.82,25.78,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,4.00
26.43,23.31,30.38,27.79,0.33,3.21,72.39,229.33,26.56,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,13.00
26.89,24.30,30.33,28.36,0.00,3.98,71.25,229.66,26.96,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,31.00
26.46,23.89,29.53,27.57,0.00,2.71,70.36,231.76,26.98,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,10.00
26.55,23.94,30.06,27.89,0.00,4.00,71.49,230.71,27.03,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,13.00
27.21,24.17,30.95,28.37,0.03,3.59,65.99,238.70,27.34,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,14.00
26.64,23.55,30.17,27.39,0.00,2.15,64.19,236.83,27.10,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,3.00
26.88,23.76,30.75,27.92,0.11,3.57,66.35,240.28,27.48,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,16.00
26.92,23.89,30.61,28.04,0.00,3.01,67.44,216.73,26.46,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,28.00,4.00,12.00,4.00,148.00,11.00
26.40,23.35,29.70,27.20,0.00,1.79,66.82,215.28,26.36,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,16.00,3.00
26.57,23.40,30.40,27.57,0.00,3.03,67.63,219.28,26.62,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,44.00,12.00,36.00,28.00,148.00,10.00
27.27,23.50,31.18,28.60,0.00,2.38,67.14,240.92,27.93,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,21.00,3.00,9.00,3.00,111.00,0.00
26.69,23.35,30.20,27.58,0.00,1.43,66.29,244.56,28.05,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,12.00,0.00
26.92,23.01,31.04,28.14,0.00,2.40,67.34,242.89,28.08,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,33.00,9.00,27.00,21.00,111.00,0.00
28.22,25.07,32.16,30.41,0.00,2.87,69.17,239.66,28.24,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,11.00
27.65,24.64,31.01,29.21,0.00,1.75,67.77,231.63,27.72,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,3.00
27.89,24.64,32.00,29.88,0.00,2.84,69.44,242.36,28.45,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,10.00
28.45,25.44,32.46,30.94,0.04,2.44,69.77,252.78,29.81,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,6.00
27.77,24.95,31.16,29.74,0.00,1.42,70.26,246.76,29.22,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,6.00
28.15,24.99,32.32,30.39,0.00,2.42,69.73,254.69,29.97,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,8.00
28.82,25.65,32.84,31.13,0.00,3.77,66.97,271.07,32.20,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,7.00
28.23,25.33,31.74,30.00,0.00,2.29,66.78,266.05,31.34,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,1.00
28.52,25.25,32.67,30.59,0.00,3.77,67.09,272.79,32.35,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,2.00
28.93,25.90,32.85,31.38,0.05,3.56,65.38,243.33,29.88,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,9.00
28.43,25.60,31.89,30.33,0.29,2.37,64.85,240.45,29.74,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,2.00
28.64,25.48,32.71,30.87,0.00,3.53,65.46,245.53,30.02,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,4.00
29.63,26.33,33.72,32.46,0.00,3.09,64.66,267.84,32.08,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,9.00
29.27,26.32,32.74,31.70,0.00,1.85,64.07,260.49,31.40,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,3.00
29.33,25.89,33.57,31.89,0.00,3.08,64.81,270.11,32.24,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,4.00
30.29,27.56,33.89,35.03,0.63,2.89,69.01,233.56,28.22,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,7.00
30.07,27.22,33.45,34.36,0.80,1.73,68.32,234.80,28.50,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,1.00
29.96,27.15,33.66,34.35,1.06,2.88,69.55,236.03,28.43,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,2.00
30.81,27.32,34.76,35.12,0.08,1.81,64.35,255.17,30.72,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,8.00
30.27,27.11,33.77,33.91,0.59,1.17,64.49,255.93,30.71,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,1.00
30.36,26.77,34.44,34.27,0.20,1.81,64.99,257.77,30.96,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,2.00
30.75,27.41,35.11,34.57,0.09,3.94,63.37,296.51,34.26,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,1.00
30.37,27.19,34.21,33.57,0.12,2.47,62.20,290.87,34.18,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,1.00
30.37,26.97,34.78,33.83,0.06,3.86,63.82,297.74,34.32,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,0.00
30.77,27.29,34.96,34.84,0.00,2.73,64.54,265.70,33.28,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,14.00,2.00,6.00,2.00,74.00,9.00
30.26,27.05,33.67,33.56,0.00,1.56,63.40,249.24,32.01,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,8.00,3.00
30.43,26.86,34.78,34.15,0.00,2.71,64.93,268.69,33.49,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,22.00,6.00,18.00,14.00,74.00,2.00
30.22,27.44,33.60,35.89,0.52,1.28,72.26,249.60,30.08,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,35.00,5.00,15.00,5.00,185.00,0.00
29.48,26.87,32.54,34.09,0.71,1.00,72.32,247.79,29.91,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,20.00,0.00
29.92,27.05,33.47,35.17,0.24,1.24,72.67,252.37,30.32,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,55.00,15.00,45.00,35.00,185.00,0.00
28.36,26.52,30.90,33.29,8.94,1.97,82.24,174.60,21.94,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,4.00
27.98,25.91,30.55,32.54,9.69,1.41,83.95,174.72,22.68,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,6.00
28.12,26.24,30.79,32.68,7.84,1.95,82.66,177.56,22.17,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,3.00
30.65,27.84,34.05,37.16,2.90,1.14,72.68,254.28,30.96,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,7.00
29.96,27.15,33.15,35.85,0.54,0.88,74.34,256.71,31.69,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,2.00
30.33,27.46,33.84,36.41,1.80,1.13,73.30,256.42,31.07,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,3.00
29.60,27.41,33.09,35.59,10.20,1.50,77.19,215.92,26.98,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,8.00
28.90,26.64,32.08,33.98,10.47,0.88,78.51,215.91,27.12,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,2.00
29.27,27.05,32.84,34.84,7.19,1.48,77.91,217.65,27.09,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,4.00
29.74,26.97,33.57,35.47,4.99,1.10,75.94,244.31,30.25,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,35.00,5.00,15.00,5.00,185.00,8.00
29.32,26.19,33.03,34.61,5.50,0.68,77.59,247.46,30.08,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,20.00,3.00
29.47,26.65,33.44,34.86,4.20,1.12,76.45,245.61,30.38,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,55.00,15.00,45.00,35.00,185.00,2.00
31.22,28.25,34.91,38.06,0.00,2.97,71.36,263.05,33.34,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,14.00,2.00,6.00,2.00,74.00,0.00
31.26,28.13,35.09,38.09,0.00,1.58,71.12,262.20,32.86,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,8.00,0.00
30.87,27.86,34.64,37.30,0.00,2.93,72.09,264.98,33.51,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,22.00,6.00,18.00,14.00,74.00,0.00
31.36,28.28,35.30,38.27,3.09,2.50,70.51,261.70,32.08,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,7.00
30.59,27.81,33.84,36.64,4.79,1.32,71.69,258.29,31.62,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,1.00
30.93,27.86,34.89,37.34,2.06,2.47,71.41,263.85,32.25,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,1.00
29.88,27.51,33.16,36.67,4.53,2.77,78.61,220.33,28.03,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,6.00
28.57,26.67,31.38,33.86,4.05,2.52,82.28,220.10,27.91,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,4.00
29.51,27.16,32.81,35.75,3.37,2.70,79.13,222.50,28.20,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,2.00
30.89,27.97,34.89,37.79,6.01,1.52,72.92,256.19,31.38,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,7.00
29.79,27.16,33.04,35.87,5.84,1.08,76.65,253.06,30.91,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,4.00
30.46,27.58,34.46,36.84,4.61,1.48,73.70,258.14,31.53,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,4.00
27.95,26.38,30.60,32.80,14.17,3.47,84.99,141.19,17.89,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,9.00
27.24,25.56,29.82,31.24,18.49,2.90,87.61,144.93,18.31,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,1.00
27.65,26.07,30.29,32.08,12.24,3.42,85.49,142.94,18.06,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,11.00
28.79,26.63,31.22,33.35,6.96,1.69,76.86,204.49,25.36,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,6.00
28.21,25.93,30.72,32.15,8.76,2.09,78.15,209.76,25.90,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,1.00
28.52,26.29,31.04,32.74,7.96,1.66,77.58,205.30,25.37,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,10.00
29.30,26.86,32.35,34.66,5.10,1.85,77.10,230.81,28.74,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,8.00
28.58,26.11,31.40,33.42,5.28,1.50,80.12,232.72,28.84,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,3.00
29.02,26.56,32.14,33.99,4.42,1.81,77.46,233.13,28.88,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,18.00
27.86,26.27,29.90,32.24,17.00,3.73,83.29,155.33,19.81,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,24.00
27.24,25.62,29.11,30.90,19.02,3.17,85.59,156.85,19.79,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,5.00
27.62,26.00,29.72,31.69,17.64,3.63,83.74,157.26,19.99,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,35.00
27.83,26.26,30.31,32.25,13.42,1.91,83.77,166.67,21.61,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,19.00
27.43,25.55,29.82,31.50,14.49,1.40,85.62,177.25,22.78,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,10.00
27.59,25.99,30.12,31.67,11.40,1.89,84.27,167.71,21.65,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,55.00
26.96,25.41,29.39,29.89,14.40,2.13,83.12,122.99,16.09,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,21.00,3.00,9.00,3.00,111.00,14.00
26.34,24.82,28.74,28.83,16.10,2.73,86.37,122.64,16.07,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,12.00,10.00
26.72,25.17,29.18,29.40,13.12,2.15,83.44,125.68,16.33,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,33.00,9.00,27.00,21.00,111.00,58.00
26.65,25.77,27.95,29.60,13.71,4.79,87.70,118.22,14.90,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,28.00,4.00,12.00,4.00,148.00,0.00
26.05,25.19,27.58,28.23,19.43,3.63,89.95,123.84,15.88,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,16.00,0.00
26.41,25.51,27.78,29.09,13.92,4.74,88.03,120.36,15.06,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,44.00,12.00,36.00,28.00,148.00,0.00
27.71,26.68,29.25,32.12,29.07,6.39,85.22,182.89,23.30,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,6.00
26.94,25.95,28.25,30.47,25.03,5.57,88.46,180.58,23.12,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,10.00
27.46,26.39,29.05,31.49,26.14,6.28,85.54,185.78,23.54,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,82.00
28.93,27.27,31.03,34.77,2.42,5.10,81.65,223.99,27.57,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,23.00
28.39,26.81,30.39,33.95,2.54,4.11,84.81,219.66,26.73,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,9.00
28.68,26.97,30.89,34.11,1.99,4.97,81.83,227.61,27.93,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,96.00
27.65,26.30,29.66,32.19,21.35,4.13,86.30,175.02,21.62,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,15.00
27.22,25.79,29.38,31.25,22.16,3.00,88.14,178.50,22.41,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,28.00,22.00
27.38,26.01,29.47,31.52,18.11,4.03,86.68,176.16,21.62,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,77.00,21.00,63.00,49.00,259.00,98.00
27.30,25.69,29.37,30.76,13.52,2.28,83.40,148.87,19.76,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,42.00,6.00,18.00,6.00,222.00,46.00
26.84,25.29,28.99,29.90,14.21,1.91,85.88,148.29,19.55,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,24.00,22.00
27.06,25.44,29.23,30.26,14.98,2.25,83.91,149.77,19.81,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,66.00,18.00,54.00,42.00,222.00,116.00
27.14,25.04,31.60,30.32,15.49,0.95,82.13,168.47,21.97,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,7.00,1.00,3.00,1.00,37.00,0.00
26.73,24.72,30.82,29.69,21.82,1.51,84.30,176.44,22.57,9833.97,9939.38,9976.98,9998.30,380.55,20690.81,45180.98,0.00,0.00,0.00,0.00,4.00,0.00
26.91,24.78,31.34,29.87,10.48,0.90,82.66,168.21,21.82,810.41,968.97,638.87,902.19,204.64,52873.06,11599.86,11.00,3.00,9.00,7.00,37.00,0.00
28.18,26.52,30.51,32.47,6.19,4.10,80.46,206.19,26.00,235.50,1049.26,707.19,1327.64,90.06,14872.12,38697.52,49.00,7.00,21.00,7.00,259.00,30.00
